Death No.,Season,Episode,Victim_Allegiance,Character_ID,Character_Name,Victim,Method,Location,Victim URL,Location_ID
862,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
863,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
864,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
865,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
866,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
867,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
868,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
869,6,10,Faith Militant,CH036,Cersei Lannister,Faith Militant Brother,Wildfire,King's Landing,,
870,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
871,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
872,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
873,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
874,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
875,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
876,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
877,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
878,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
879,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
880,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
881,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
882,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
883,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
884,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
885,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
886,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
887,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
888,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
889,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
890,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
891,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
892,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
893,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
894,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
895,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
896,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
897,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
898,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
899,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
900,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
901,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
902,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
903,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
904,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
905,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
906,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
907,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
908,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
909,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
910,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
911,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
912,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
913,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
914,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
915,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
916,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
917,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
918,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
919,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
920,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
921,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
922,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
923,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
924,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
925,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
926,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
927,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
928,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
929,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
930,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
931,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
932,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
933,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
934,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
935,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
936,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
937,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
938,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
939,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
940,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
941,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
942,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
943,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
944,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
945,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
946,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
947,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
948,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
949,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
950,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
951,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
952,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
953,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
954,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
955,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
956,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
957,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
958,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
959,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
960,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
961,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
962,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
963,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
964,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
965,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
966,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
967,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
968,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
969,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
970,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
971,6,10,House Tyrell,CH036,Cersei Lannister,Margaery Tyrell,Wildfire,King's Landing,,
972,6,10,House Tyrell,CH036,Cersei Lannister,Mace Tyrell,Wildfire,King's Landing,,
973,6,10,House Tyrell,CH036,Cersei Lannister,Loras Tyrell,Wildfire,King's Landing,,
974,6,10,House Lannister,CH036,Cersei Lannister,Kevan Lannister,Wildfire,King's Landing,,
975,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
976,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
977,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
978,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
979,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
980,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
981,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
982,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
983,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
984,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
985,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
986,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
987,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
988,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
989,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
990,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
991,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
992,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
993,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
994,6,10,None,CH036,Cersei Lannister,King's Landing Noble,Wildfire,King's Landing,,
995,6,10,House Baratheon of King's Landing,CH250,Tommen Baratheon,Tommen Baratheon,Falling,King's Landing,,
996,6,10,House Frey,CH008,Arya Stark,Lothar Frey,Cooking,The Twins,,
997,6,10,House Frey,CH008,Arya Stark,Walder Rivers,Cooking,The Twins,,
998,6,10,House Frey,CH008,Arya Stark,Walder Frey,Knife,The Twins,,
999,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1000,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1001,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1002,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1003,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1004,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1005,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1006,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1007,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1008,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1009,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1010,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1011,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1012,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1013,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1014,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1015,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1016,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1017,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1018,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1019,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1020,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1021,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1022,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1023,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1024,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1025,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1026,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1027,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1028,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1029,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1030,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1031,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1032,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1033,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1034,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1035,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1036,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1037,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1038,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1039,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1040,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1041,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1042,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1043,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1044,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1045,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1046,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1047,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1048,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1049,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1050,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1051,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1052,7,1,House Frey,CH008,Arya Stark,Frey family member,Poison,The Twins,,
1053,7,2,House Greyjoy,CH061,Euron Greyjoy,Greyjoy Soldier,Axe,The Narrow Sea,,
1054,7,2,House Greyjoy,CH081,Greyjoy Soldier,Greyjoy Soldier,Sword,The Narrow Sea,,
1055,7,2,House Greyjoy,CH081,Greyjoy Soldier,Greyjoy Soldier,Axe,The Narrow Sea,,
1056,7,2,House Greyjoy,CH081,Greyjoy Soldier,Greyjoy Soldier,Axe,The Narrow Sea,,
1057,7,2,House Greyjoy,CH247,Theon Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1058,7,2,House Greyjoy,CH247,Theon Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1059,7,2,House Greyjoy,CH285,Yara Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1060,7,2,House Greyjoy,CH247,Theon Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1061,7,2,House Greyjoy,CH285,Yara Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1062,7,2,House Greyjoy,CH285,Yara Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1063,7,2,House Greyjoy,CH081,Greyjoy Soldier,Greyjoy Soldier,Mace,The Narrow Sea,,
1064,7,2,House Greyjoy,CH061,Euron Greyjoy,Greyjoy Soldier,Axe,The Narrow Sea,,
1065,7,2,House Greyjoy,CH285,Yara Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1066,7,2,House Greyjoy,CH285,Yara Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1067,7,2,House Greyjoy,CH255,Tyene Sand,Greyjoy Soldier,Knife,The Narrow Sea,,
1068,7,2,House Greyjoy,CH247,Theon Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1069,7,2,House Greyjoy,CH247,Theon Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1070,7,2,House Greyjoy,CH285,Yara Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1071,7,2,House Greyjoy,CH285,Yara Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1072,7,2,House Greyjoy,CH061,Euron Greyjoy,Greyjoy Soldier,Axe,The Narrow Sea,,
1073,7,2,House Greyjoy,CH255,Tyene Sand,Greyjoy Soldier,Knife,The Narrow Sea,,
1074,7,2,House Greyjoy,CH255,Tyene Sand,Greyjoy Soldier,Knife,The Narrow Sea,,
1075,7,2,Sand Snakes,CH061,Euron Greyjoy,Greyjoy Soldier,Spear,The Narrow Sea,,
1076,7,2,Sand Snakes,CH061,Euron Greyjoy,Greyjoy Soldier,Whip,The Narrow Sea,,
1077,7,2,House Greyjoy,CH285,Yara Greyjoy,Obara Sand,Sword,The Narrow Sea,,
1078,7,2,House Greyjoy,CH061,Euron Greyjoy,Nymeria Sand,Axe,The Narrow Sea,,
1079,7,2,House Greyjoy,CH061,Euron Greyjoy,Greyjoy Soldier,Axe,The Narrow Sea,,
1080,7,2,House Greyjoy,CH247,Theon Greyjoy,Greyjoy Soldier,Sword,The Narrow Sea,,
1081,7,2,House Greyjoy,CH081,Greyjoy Soldier,Greyjoy Soldier,Knife,The Narrow Sea,,
1082,7,3,Sand Snakes,CH036,Cersei Lannister,Unsullied Soldier,Poison,Casterly Rock,,
1083,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Arrow,Casterly Rock,,
1084,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Arrow,Casterly Rock,,
1085,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Arrow,Casterly Rock,,
1086,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Arrow,Casterly Rock,,
1087,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Rock,Casterly Rock,,
1088,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Arrow,Casterly Rock,,
1089,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Arrow,Casterly Rock,,
1090,7,3,House Targaryen,CH122,Lannister soldier,Unsullied Soldier,Arrow,Casterly Rock,,
1091,7,3,House Lannister,CH264,Unsullied Soldier,Unsullied Soldier,Knife,Casterly Rock,,
1092,7,3,House Lannister,CH264,Unsullied Soldier,Olenna Tyrell,Falling,Highgarden,,
1093,7,3,House Lannister,CH264,Unsullied Soldier,Ellaria Sand,Spear,King's Landing,,
1094,7,3,House Targaryen,CH122,Lannister soldier,Lannister soldier,Sword,Casterly Rock,,
1095,7,3,House Lannister,CH264,Unsullied Soldier,Lannister soldier,Knife,Casterly Rock,,
1096,7,3,House Targaryen,CH122,Lannister soldier,Lannister soldier,Sword,Casterly Rock,,
1097,7,3,House Lannister,CH264,Unsullied Soldier,Lannister soldier,Spear,Casterly Rock,,
1098,7,3,House Lannister,CH080,Grey Worm,Lannister soldier,Spear,Casterly Rock,,
1099,7,3,House Lannister,CH080,Grey Worm,Lannister soldier,Spear,Casterly Rock,,
1100,7,3,House Lannister,CH080,Grey Worm,Lannister soldier,Spear,Casterly Rock,,
1101,7,3,House Lannister,CH080,Grey Worm,Lannister soldier,Spear,Casterly Rock,,
1102,7,3,House Lannister,CH080,Grey Worm,Lannister soldier,Spear,Casterly Rock,,
1103,7,3,House Lannister,CH080,Grey Worm,Lannister soldier,Spear,Casterly Rock,,
1104,7,3,House Tyrell,CH098,Jaime Lannister,Lannister soldier,Poison,Casterly Rock,,
1105,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1106,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1107,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1108,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1109,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1110,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1111,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1112,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1113,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1114,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
1115,7,4,House Lannister,CH044,Daenerys Targaryen,Dothraki man,Dragonfire (Dragon),Roseroad,,
