Death_No.,Season,Episode,Character_ID,Victim_House,Character_Name,Victim,Victim_URL,Method,Location,Location_ID
428,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Spear,Beyond the Wall,LOC005
429,4,10,CH278,House Baratheon of Dragonstone,Wildling,Baratheon of Dragonstone soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baratheon_Dragonstone_Soldier.png,Arrow,Beyond the Wall,LOC005
430,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Spear,Beyond the Wall,LOC005
431,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Spear,Beyond the Wall,LOC005
432,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
433,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
434,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
435,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
436,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
437,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
438,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
439,4,10,CH015,Free Folk,Baratheon of Dragonstone soldier,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Beyond the Wall,LOC005
440,4,10,CH044,Smallfolk,Daenerys Targaryen,Zalla,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Zalla.png,Dragonfire,Meereen,LOC026
441,4,10,CH146,House Stark,Meera Reed,Jojen Reed,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Jojen_Reed.png,Knife,Beyond the Wall,LOC005
442,4,10,CH030,House Clegane,Brienne of Tarth,Sandor Clegane,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/The_Hound.png,Hands,The Vale,LOC055
443,4,10,CH256,House Lannister,Tyrion Lannister,Shae,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Shae.png,Necklace,King's Landing,LOC021
444,4,10,CH256,House Lannister,Tyrion Lannister,Tywin Lannister,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Tywinn_Lannister.png,Arrow,King's Landing,LOC021
445,5,1,CH226,House Targaryen,Sons of the Harpy,White Rat,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Knife,Meereen,LOC026
446,5,1,CH105,Free Folk,Jon Snow,Mance Rayder,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Mance_Rayder.png,Arrow,Castle Black,LOC009
447,5,2,CH030,House Baelish,Brienne of Tarth,Baelish soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baelish_Soldier.png,Sword,Eastern Road,LOC013
448,5,2,CH030,House Baelish,Brienne of Tarth,Baelish soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baelish_Soldier.png,Sword,Eastern Road,LOC013
449,5,2,CH030,House Baelish,Brienne of Tarth,Baelish soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Baelish_Soldier.png,Sword,Eastern Road,LOC013
450,5,2,CH179,Smallfolk,Peasant,Unamed Dwarf,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Unnamed_Dwarf.png,Not Available,King's Landing,LOC021
451,5,2,CH008,None,Arya Stark,Pigeon,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Pigeon.png,Sword,Braavos,LOC007
452,5,2,CH148,Sons of the Harpy,Meereen slave,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Knife,Meereen,LOC026
453,5,2,CH043,None,Daario Naharis,Meereen slave,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Meereen_slaves.png,Arakh,Meereen,LOC026
454,5,2,CH148,Great Masters,Meereen slave,Great Master,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Great_Masters.png,Hands,Meereen,LOC026
455,5,3,CH194,None,Ramsay Bolton,Peasant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Flaying,Winterfell,LOC064
456,5,3,CH194,None,Ramsay Bolton,Peasant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Flaying,Winterfell,LOC064
457,5,3,CH194,None,Ramsay Bolton,Peasant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Flaying,Winterfell,LOC064
458,5,3,CH105,Night's Watch,Jon Snow,Janos Slynt,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Janos_Slynt.png,Sword,Castle Black,LOC009
459,5,3,CH191,None,Qyburn,Rat,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Knife,King's Landing,LOC021
460,5,4,CH031,None,Bronn,Snake,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Knife,Dorne,LOC010
461,5,4,CH031,House Martell,Bronn,Dorne Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Dorne_Soldier.png,Knife,Dorne,LOC010
462,5,4,CH031,House Martell,Bronn,Dorne Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Dorne_Soldier.png,Sword,Dorne,LOC010
463,5,4,CH031,House Martell,Bronn,Dorne Horse,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Horse.png,Sword,Dorne,LOC010
464,5,4,CH098,House Martell,Jaime Lannister,Dorne Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Dorne_Soldier.png,Sword,Dorne,LOC010
465,5,4,CH169,None,Obara Sand,Dorne Smuggler,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Spear,Dorne,LOC010
466,5,4,CH226,House Targaryen,Sons of the Harpy,Second Sun Mercenary,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sun_Merc.png,Knife,Meereen,LOC026
467,5,4,CH226,House Targaryen,Sons of the Harpy,Second Sun Mercenary,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sun_Merc.png,Knife,Meereen,LOC026
468,5,4,CH226,House Targaryen,Sons of the Harpy,Second Sun Mercenary,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sun_Merc.png,Knife,Meereen,LOC026
469,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
470,5,4,CH264,Sons of the Harpy,Unsullied Soldier,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
471,5,4,CH264,Sons of the Harpy,Unsullied Soldier,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
472,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
473,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
474,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Shield,Meereen,LOC026
475,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
476,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
477,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
478,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
479,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
480,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
481,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
482,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Hands,Meereen,LOC026
483,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
484,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
485,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
486,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
487,5,4,CH226,House Targaryen,Sons of the Harpy,Unsullied Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Astapor_Soldier.png,Knife,Meereen,LOC026
488,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
489,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
490,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
491,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
492,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
493,5,4,CH226,Sons of the Harpy,Sons of the Harpy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
494,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
495,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
496,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
497,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
498,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
499,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
500,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
501,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
502,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
503,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
504,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
505,5,4,CH019,Sons of the Harpy,Barristan Selmy,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Sword,Meereen,LOC026
506,5,4,CH080,Sons of the Harpy,Grey Worm,Sons of the Harpy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Sons_Of_The_Harpy.png,Spear,Meereen,LOC026
507,5,4,CH226,House Targaryen,Sons of the Harpy,Barristan Selmy,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Barristan_Selmy.png,Sword,Meereen,LOC026
508,5,5,CH268,House Targaryen,Viserion,Great Master,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Great_Masters.png,Dragonfire,Meereen,LOC026
509,5,5,CH106,None,Jorah Mormont,Stone Man,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Stone_man.png,Sword,Valyria,LOC062
510,5,6,CH008,None,Arya Stark,Peasant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Poison,Braavos,LOC007
511,5,7,CH002,Night's Watch,Aemon Targaryen,Aemon Targaryen,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Aemon_Targaeryn.png,Old Age,Castle Black,LOC009
512,5,7,CH194,None,Ramsay Bolton,Peasant,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Flaying,Winterfell,LOC064
513,5,8,CH251,Free Folk,Tormund,Wildling Leader,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Mallet,Hardhome,LOC016
514,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Axe,Hardhome,LOC016
515,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Hardhome,LOC016
516,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Hardhome,LOC016
517,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Axe,Hardhome,LOC016
518,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Hardhome,LOC016
519,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Hardhome,LOC016
520,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Sword,Hardhome,LOC016
521,5,8,CH277,Free Folk,Wight,Wildling,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Wildling.png,Falling,Hardhome,LOC016
